"","treatment_stool","visit_stool","antibiotics_stool","age_stool","sex_stool","NSAIDS_use_stool","BMI_stool","interaction_stool","subject_stool","treatment_swab","visit_swab","antibiotics_swab","age_swab","sex_swab","NSAIDS_use_swab","BMI_swab","interaction_swab","subject_swab","treatment_tissue","visit_tissue","antibiotics_tissue","age_tissue","sex_tissue","NSAIDS_use_tissue","BMI_tissue","interaction_tissue","subject_tissue"
"PWY-5897: superpathway of menaquinol-11 biosynthesis",0.682450917849627,-0.0984166498974052,0.676187118242586,0.131077344820167,0.745022536189138,1.72362795852621,-0.353310674752261,-0.0560091082918035,17.8568490561392,0.192492420982196,0.103171464667155,0.318078863119973,0.032830605577489,1.05845225316303,0.856285403398778,-0.069120970280656,0.199289768540181,8.91901008525977,-0.595192285715346,-2.14752670679645,-1.15779598950805,-0.0445731794779631,-0.125408711729732,0.330285997774657,0.587772944141068,2.50026301875393,2.81878422438435
"PWY-5898: superpathway of menaquinol-12 biosynthesis",0.682450917849627,-0.0984166498974052,0.676187118242586,0.131077344820167,0.745022536189138,1.72362795852621,-0.353310674752261,-0.0560091082918035,17.8568490561392,0.192492420982196,0.103171464667155,0.318078863119973,0.032830605577489,1.05845225316303,0.856285403398778,-0.069120970280656,0.199289768540181,8.91901008525977,-0.595192285715346,-2.14752670679645,-1.15779598950805,-0.0445731794779631,-0.125408711729732,0.330285997774657,0.587772944141068,2.50026301875393,2.81878422438435
"PWY-5899: superpathway of menaquinol-13 biosynthesis",0.682450917849627,-0.0984166498974052,0.676187118242586,0.131077344820167,0.745022536189138,1.72362795852621,-0.353310674752261,-0.0560091082918035,17.8568490561392,0.192492420982196,0.103171464667155,0.318078863119973,0.032830605577489,1.05845225316303,0.856285403398778,-0.069120970280656,0.199289768540181,8.91901008525977,-0.595192285715346,-2.14752670679645,-1.15779598950805,-0.0445731794779631,-0.125408711729732,0.330285997774657,0.587772944141068,2.50026301875393,2.81878422438435
"PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",-0.0166735567136281,0.133533502651838,0.180272362288285,3.73678330913791,-0.380743519482112,-0.18713691182982,1.51054160213419,-0.17732223056377,8.33599255453741,0.310325933388824,0.242932208986722,-0.131239856948002,-0.028210803334319,0.0214690774538015,-0.742367113708562,0.450012244053629,-0.607552712592885,0.151582780689636,0.751256212224433,4.33947359948979e-16,-0.42221529375207,0.357772795256229,-0.664901186470198,-0.243151464599671,-0.103931047677321,-0.503724104306725,0.0247744385852593
"PWY-5913: TCA cycle VI (obligate autotrophs)",0.662359483685676,-0.277762862273744,0.346608533645291,0.176994806626504,0.196876081516771,1.17339397339215,0.00108970029473135,-0.357254243953071,7.8760351373819,0.174782249361232,0.311367171783806,0.134915844841438,-0.388430526162108,0.672125633750381,0.1932931271021,0.0404544594999786,0.141570430957604,5.17111014421941,0.160055027858945,-0.190310735378325,-0.28029978076443,0.724622516882978,-0.00637177082645258,-0.527210942907882,-0.453975360833088,-0.0473742267621555,2.71113346496414
"PWY-5918: superpathay of heme biosynthesis from glutamate",0.337309576500049,-0.23529552375207,1.05471523423368,-0.240806385386952,1.11422233303133,1.60827531277646,-0.00473400181258559,-0.195541276939769,7.40706635140955,0.338667440881449,0.381528477831204,0.573991416204134,-0.340407615120842,0.204129447612435,0.140952736188297,-0.144747957121774,-0.0947570186042631,2.86251564407261,-0.230538157887763,-0.0848853312812687,0.0250457782665552,-0.105578147193461,-0.562731987308013,-1.0642133226154,0.022135363969925,0.0823407360358689,3.46654455567118
"PWY-5920: superpathway of heme biosynthesis from glycine",0.542252590307402,0.583865954093962,0.507998518723497,-0.454834886017865,0.637809871529081,1.03075954960706,-0.218783129698978,-0.890943360003408,7.78162365512852,0.608177487511885,0.221989808375956,-0.08103623731881,-0.0809600613449688,0.0997340929043126,0.739529101498698,-0.0754221416462075,-0.176666996249315,3.15170374525594,0.0387153388549186,0.485516915659056,-0.012227743237921,0.135969394889448,-0.0780335406612399,-0.174987091850624,-0.415264584826111,-0.0620658700792908,0.0456736025275368
"PWY-5941: glycogen degradation II (eukaryotic)",0.200985952551193,0.183786313121891,-0.886700246850152,-0.045144590217835,0.475921012993854,0.0264651092351848,0.0820549447332612,-0.460820626396786,9.02624735253936,0.127428630971159,-0.0539915942563394,-0.613960078871839,-0.0415863569235594,-0.107617544602301,0.553028664023495,0.314570430329779,-0.0791451542598937,3.13653998081791,0.0295834909491409,-0.129251316678081,-0.318751997022769,0.040855909287348,0.208061055697261,-0.144003605923388,0.0676042532648334,0.356798890972435,0.0139073498774054
"PWY-5971: palmitate biosynthesis II (bacteria and plants)",0.741380094097619,0.195704613164577,0.86839411063335,0.735589620187028,1.93437492710988,1.31679842780916,-0.128415002763184,-0.0763007118387795,12.2011231659554,-0.118007041541805,0.23097535415909,0.876769942580261,0.546300728618446,2.76193021368066,-0.728259558180852,0.416346518019512,0.468896785211508,2.21755019923424,-0.216848908105979,-1.18492914467152,0.327174169607861,-0.092059306498932,0.318923967945022,-0.0617162230549567,-0.377246291795403,1.04592879912324,0.343396077055823
"PWY-5973: cis-vaccenate biosynthesis",1.02219618823208,0.695215369083061,-0.0381758669186483,-1.29717650768286,0.096189177804167,-0.281177391889851,-1.84892206909797,-1.09779106490771,7.07311272258586,-0.0830064330699609,-0.0810225259967538,0.0373422949215967,0.195999719290399,0.252150060457161,-0.535177971051861,0.643133706360368,-0.43548805574641,6.80138573473808,0.0503692555472114,0.40223311026953,0.0239242971881775,-1.64386792578124,0.429249440729066,0.134365038975113,-0.514204165176126,-0.189205028319993,0.597182785716758
"PWY-5989: stearate biosynthesis II (bacteria and plants)",0.459938196941729,-0.281678658651055,0.796935592027907,0.183545094862725,1.02958986514591,1.34257410634583,0.0145325529378552,0.126254123178135,4.95666777244395,-0.176403205051596,0.00406050233357475,0.489800181446723,0.0514340752524575,0.884870778439541,-0.0482906340631309,-0.0654244674042121,0.851014498640801,4.79470600189397,-0.0557174519514581,-0.641495741295974,-0.499399433852322,0.244233234616264,0.491252750538887,-0.255750585995379,-0.0441650157655301,0.114508256908566,1.36420682796312
"PWY-6113: superpathway of mycolate biosynthesis",0.653959638455149,0.311653562679496,0.388711943342569,1.01043786908328,2.57811534051177,1.24240480176453,-0.0262322802135199,-0.0626673333776521,9.07663214828655,-0.0845962046852136,0.40311758664308,0.484817559820047,0.51322871599839,3.44902032885814,-0.932038260255073,0.673195857889041,0.243519483360639,2.90657035328097,-0.278174618776459,-1.30446905666388,0.0591556195325674,-0.539055966990615,0.30913762901097,0.401879512254128,-0.0630537567441933,1.58645789238314,0.299947289950934
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",-1.00030082314195,-0.168597895483405,-1.14102856702938,0.234620628512109,-0.384549355627896,-0.987699331814156,0.383830191718214,0.796377319577793,9.42633849391575,0.0452413982328705,-0.300854299041766,-0.500398797707796,0.219285156460465,-0.638775892188988,-0.253602278402038,-0.139095552590969,-0.0327828635107572,8.9534551285189,-0.015270429369799,0.418681305048402,-0.427172266028464,-1.55062776852632,-0.323915759502278,0.602779621188975,-0.640934544673235,-0.198561987474512,0.575750055718071
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",-1.12769732298113,-0.307440704517213,-1.04668290372045,0.404597648410361,-0.360001137781564,-0.739711928744194,0.266639082314035,0.897342344882433,8.95354229188073,0.0919079776460012,-0.274641812052005,-0.395497940696578,0.132824080920554,-0.451239080108368,-0.180289223445332,-0.129877630128617,-0.0776566215098798,8.82020363886503,0.0540341991880587,0.116449250756042,-0.685386307196283,-1.31872694621017,-0.702633085252581,0.741459663538126,-0.389504371377885,-0.137990264024152,0.175661696094553
"PWY-6123: inosine-5'-phosphate biosynthesis I",0.279049290471083,2.93319177492391,0.254140344787395,-0.382609506662912,0.142706703698464,-0.42716725837026,-0.081997468503703,-1.91435730132955,10.950654315727,0.0346536617600539,1.01241502324391,0.1179970179445,-0.0815074967501516,0.813473855222004,-0.383321170757126,-0.404065693607456,-0.0130320366615024,9.717084863204,0.507027232145,1.45327164765552,0.0949271003776784,-0.769611042255948,-0.0393743356453819,0.104178038410547,0.158282668415941,-0.27564141187272,1.68748134857922
"PWY-6124: inosine-5'-phosphate biosynthesis II",0.127515552466501,2.29538600429945,0.586285118222533,-0.257590600230718,0.122503620947557,-0.176914999229958,0.0184943482332668,-1.1824000817027,14.399460728073,0.0142593390693857,1.0273713385444,0.088682564683074,-0.0732610709202437,0.906103896241349,-0.270427535314856,-0.359480767185841,0.0211643904987154,9.27779970518417,0.881339902916742,1.46346559476258,0.177487264314652,0.0296396336725132,0.0424568490929558,0.495960317152371,0.343010974039098,-0.842173200856778,1.73368593540933
"PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II",0.279119649263289,-0.124278483639113,0.0918686195526688,-1.25302079185823,-0.0456733703801082,-0.617395707917578,-0.180242240482422,-0.0373658648531943,3.49205164270251,-0.0751575005548161,0.124086472134679,0.000100598381310777,-0.0530988766661046,-1.52345895587575,-0.359012514275365,1.08226445319854,-0.193642164169311,7.64798561605259,-0.382181640361732,-1.00277459097166,0.368073762583273,-0.0443301718192457,0.397870585005552,0.705620382040362,0.33208390266745,0.444167356548945,0.000306123055392612
"PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II",0.485236980056038,0.438917400929105,0.101862855970453,-0.850313874207482,0.0940381318983946,-0.280638109507607,-0.186651932459659,-0.423782214871326,3.40349450549671,0.367290019207037,0.167870007282169,0.127233245938181,-0.00933580774330952,-1.22104369150389,-0.0669476057246987,0.689162446668721,-0.435241848468261,5.43355597707752,-0.505079706154254,-0.75880222384973,0.222484860709151,0.116391562924001,0.40374094804907,0.375453519458991,0.107774118157099,0.471613596821607,1.16370715688995
"PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",0.113938859491434,-0.0322962888140268,0.783579749067855,0.805754067532998,1.54028061923883,-0.473230652476782,-0.843570679802173,-0.104145486880134,9.14847131183916,0.178835289563508,0.399309892123415,0.190301153012492,-0.204379908186936,0.132141484141801,-0.267327039776762,-1.57623840814305,-0.382149181433918,0.524544928864045,-0.280627113074551,-0.252836930881457,-0.110153205010015,0.150925132026483,-0.15406764019836,-0.163664314323115,-0.68219086975238,0.529987462892768,1.18978833071315
"PWY-6151: S-adenosyl-L-methionine cycle I",0.0881479006240911,0.257793016094642,-0.926635353908655,-0.277895076333384,1.44019546661724,-0.587156999290323,-0.0165509613969098,-0.239368286499024,13.7321970705288,0.545899651690903,0.240664055682886,-0.222408504314891,-0.229142833464498,0.626128682002975,-0.239979859946185,0.076210341031274,-0.962457841869203,7.57618378358764,0.164980295252191,-0.289535609408533,0.221673285604259,-0.900912031896552,0.134806959501184,1.04193689032437,0.0314814285695233,-0.000160051717715986,1.04970765175631
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",-0.911094401604178,-0.742244644399418,-1.27154720159797,0.332699811842233,-0.287409521100694,-0.6028691970891,0.904736524620221,1.06052058052624,15.7012617762152,0.632611131437685,-0.232543842503276,-0.92657164502753,-0.0211368282590499,-0.0449195025756736,0.178380204752146,0.555896154553455,-0.276580901154906,5.08225982478221,0.135746399540035,0.465342070265302,-0.00407522061205746,0.189912759770839,0.102846915858833,-0.0405123443453936,1.00557747033184,-0.360882665216476,0.000339478812360902
"PWY-6168: flavin biosynthesis III (fungi)",0.359261083249384,0.697164211211381,0.670509026304317,-0.459163272846895,0.144594977214395,0.0223496924215748,-1.56948611752369,-0.940176517527254,9.04794982885753,-0.0157655199739826,0.358681651054514,-0.00621845485667136,0.237557362160144,-0.806294650543173,-0.122375946400144,0.249989192114446,-0.162313812336221,3.23246451404507,0.664259087506054,0.637620928050018,-0.0213434739607099,0.164851806530295,-0.307939860065543,0.04973054950879,0.23333786691229,-0.870958057383389,0.223488631849115
"PWY-621: sucrose degradation III (sucrose invertase)",0.294071049319572,1.19543541212588,-0.284904336542422,-0.224469221305619,1.28828549951799,0.211201428326415,0.571321467762016,-0.291015665098652,5.53678115446789,1.47757824410797,0.736398239112583,-0.419051933419698,-0.478896940763884,0.724162071718982,0.22343586363182,0.0129435491469897,-0.652332511599738,8.09614752491334,-0.139521138260517,0.284216594739873,0.183286780836153,0.655518460361174,0.0662062171520683,0.0874493168374069,0.144939661273011,-0.226817285469145,1.59036241841801
"PWY-6263: superpathway of menaquinol-8 biosynthesis II",-0.359507971778998,-0.672545259869217,0.0726190261910283,0.820306406541966,0.921458280997011,1.07322827220228,-0.158227540627135,0.0619264479955534,2.18842124087481,-0.0319340086070204,-0.271480172251866,-0.475811927670471,0.427544893250889,0.989596120287518,0.555970043968831,-0.470361760686318,0.33459017413311,5.83928042141301,0.117431977839448,0.101524641460196,-0.427628072768558,0.641047903138675,-1.19920575178849,-0.556291766467247,-0.388073903927635,-0.534473103901319,0.000254518052318346
"PWY-6270: isoprene biosynthesis I",0.45901196468318,-0.628871152373976,0.0361157840745748,0.764984637172406,0.092565542994596,0.326238900575589,0.504400272492126,0.146343973249986,13.7513932864757,-0.01183444305767,0.0626512569364436,0.0390328274846986,0.582059922974491,-0.298382533353771,-0.0247420032924607,0.447125984928885,0.13404886826743,1.26820784696227,-2.24367315591236,-0.732567440725455,-0.108412176564118,-0.0760469591443521,0.457458510991253,-0.49156412588089,0.228669233720741,2.16371420450257,0.000255088795301839
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",-1.12769732298113,-0.307440704517213,-1.04668290372045,0.404597648410361,-0.360001137781564,-0.739711928744194,0.266639082314035,0.897342344882433,8.95354229188073,0.0919079776460012,-0.274641812052005,-0.395497940696578,0.132824080920554,-0.451239080108368,-0.180289223445332,-0.129877630128617,-0.0776566215098798,8.82020363886503,0.0540341991880587,0.116449250756042,-0.685386307196283,-1.31872694621017,-0.702633085252581,0.741459663538126,-0.389504371377885,-0.137990264024152,0.175661696094553
"PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)",0.484579311370155,-0.195545287530593,0.883734615903435,0.39427671517246,0.96294675744418,1.42725795526159,-0.0179695036967563,0.0420056284932603,9.74980831948726,-0.15040674973325,0.264181688038608,0.900885483368632,0.0826636594986876,1.0870571011388,0.0283348061582596,-0.152253382087758,0.343369727807875,3.61292699599149,-0.414320533748718,-0.534239357283436,-0.139771685633785,0.502937025496281,1.51536744047124,-0.0177370453737431,0.019750449716587,0.420932088912131,1.70103808433131
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)",0.705265961153996,0.339022809444616,0.348332720442816,0.695200061717407,2.74740588080917,0.938541134043953,0.00941355562126439,-0.10205905460056,3.3706851183761,0.0583174710382682,0.9062308578915,0.316104372930563,0.187777271485592,3.16338925880073,-0.433809616971086,0.561041718368107,-0.149971646997898,3.12646852382248,-0.249845456100665,-1.22414032454106,0.161738147386521,-0.052593940291933,0.370575994975448,0.0975624539680242,-0.523308718626503,1.34987130915316,0.567463499427869
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)",0.676081597815278,0.257941390091159,0.757526728923557,0.378666760504888,1.67998501725002,2.4081931354022,-0.389485125032732,0.0962718689301145,2.12738779570704,0.278493812765912,0.133932737996422,0.432433695126187,0.203453871660074,0.647800561777127,-0.33557530278261,1.03617208369576,-0.0339787374707185,1.87077602113154,-0.613736666659443,-1.46700278796742,0.0279291906966653,-0.398450176519124,-1.014143098033,0.184166126572781,-0.0282241682046406,0.750774615483299,0.159528068969905
"PWY-6305: putrescine biosynthesis IV",0.0961964646840929,0.497754431496247,-0.220609041725659,0.0825284460608944,0.150638636707405,0.449550645270079,0.438520071097975,-0.465856056941202,8.48278398333781,-0.383650397114519,-0.120774260985671,-0.176491471510946,-0.913843032741205,1.38319948747986,-0.0115243577276717,-1.09469165955629,0.277151232723839,5.91899094119455,0.202479695456356,0.827352945249267,0.308897981120243,0.327949557673474,-0.311595059542197,0.230432390532874,-0.307083386371861,-0.481843652962996,0.000309420265888259
"PWY-6317: galactose degradation I (Leloir pathway)",-0.444961094085304,0.516881687011919,-1.09228779370745,0.570375229365157,0.821985771437124,-0.0155613432912358,-0.525928247710356,-0.427241286031654,7.20663340017693,-0.445328569854483,-0.185200055380455,-1.07548602673956,-0.279868107021357,0.741277123225435,-0.0220994305369314,-0.20846605207005,0.184065152981592,8.10096263151843,0.164427597073954,0.227114943244853,-0.653431345276271,-0.284773317656312,-3.0048181563068,0.270524081186027,-0.33700404364773,-0.229485313587173,0.0395586163956802
"PWY-6353: purine nucleotides degradation II (aerobic)",0.185922066391176,-0.629021552940761,0.24942426520208,0.105989356088706,0.193317982924627,2.09589366873739,-0.64168258765683,0.0960845706654254,11.4030157749515,-0.107665194847593,-0.205431804898591,0.0643502299403351,-0.457866163175677,1.09682488916194,1.42650584085554,-0.920640047768362,0.917056986718204,7.67352821959505,-0.164656554333137,-0.129511192238003,0.411232603371217,1.22391092429608,0.0683097328214633,-1.14800270793679,-0.969867601714701,-0.0994911976058034,1.44663039946033
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",0.300642119570005,0.420840736063625,0.00554932901481283,-0.62766765159354,0.00218256488606172,-1.40298093192932,-0.150500473242234,-0.0674832251708714,12.0113662436787,0.487675135160594,0.394448974361408,-0.215267188140884,0.0750711649798462,-0.488564672875329,-0.156330456424933,0.570451007264655,-0.643040632080495,7.89965344346406,0.0102382150718944,0.618199827989547,0.592898349199981,0.0356696219639364,0.366764584459292,1.02731341443646,0.119403104746843,-0.202251774136469,1.18870060495966
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",0.112088404305979,0.201489751026109,-0.733077518248323,-0.356366635264823,0.512377670241264,-1.14000852821239,-0.426376163227925,-0.31463335630127,9.27463519079006,0.315061532016469,-0.267439965352599,-0.2003866261218,0.0631622236982366,0.0475542421843481,-0.0891232410855378,0.356371369941429,-0.529336924819969,7.72747198837052,0.0224785468657629,0.352322988911886,0.257864390657865,-0.0798676395749291,0.0285817630429114,1.03880650876048,0.0461156225705459,0.0227154575507585,2.53264716742498
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",0.104437129694866,0.235077556468238,-0.824858058496288,-0.304946785107909,0.414524842317434,-1.07183183909298,-0.506710216891958,-0.413009626747458,8.58176536657144,0.273541670098126,-0.35641409341204,-0.177638379613151,0.0103534837665534,0.0894506806407409,-0.0729907847797913,0.233222490418073,-0.533926566662355,8.70891153272101,0.0457198550888741,0.242963733176166,0.360280424065937,-0.155873323000819,0.19002838512976,0.711283093422843,-0.0548283199028135,-0.0488973866737273,1.41774863391966
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)",0.0793002181495383,0.765882012380361,-0.0406688325187287,0.355675599941047,-0.221643920834985,0.0120697228378967,0.15018601224912,-0.493034716670007,1.55272520600594,-0.0318600901833118,0.085837022449708,-0.177090229306458,0.538671557626655,-0.0581635691394304,-0.934950136220513,0.211996410837918,-0.00889636861207522,0.0002912101194456,-0.26233351241127,0.593606734482297,0.19180512389977,0.496797796104393,0.186654485233248,-0.0230875372687491,-1.32766910223458,0.423431696076702,0.000277983400364133
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",0.214645401539656,1.83431881516598,0.0111607379351997,-0.566573382523399,0.570361207458608,0.620209124005317,-0.00922202545472511,-0.582831471598811,9.02734684036676,0.0623556313028811,0.366845509201903,-0.0441695964578219,-0.555790620937873,0.742561613913971,-0.16493993373045,-0.272409599283906,0.0568669994587958,10.6649167628128,-0.0521932189890299,-0.197698501944013,0.0248534232255821,0.0530990071336801,1.25287056346502,0.0825502470714608,0.0606325699484238,0.140014043302012,0.0785170477222135
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",0.798553931299536,-0.10901062949095,0.564377035849758,0.26441911798559,0.97647484406886,1.57881866915816,-0.0767985013386298,-0.129677344451872,13.3160725843793,0.0377636131763714,0.541466290671878,0.587559502845425,-0.233470184414529,1.1064827349939,0.108816920445866,-0.337972038363775,0.126639370992622,6.16857842753434,-0.394723383192734,-1.25997004756921,-0.327886721240848,0.913115045603584,0.623398755722792,-0.449356404807273,0.249387532539986,1.34404169969872,2.05019876120599
"PWY-6527: stachyose degradation",-0.879039461587449,0.196595819153345,-0.881000449793777,0.593383012852959,0.758390268654198,-0.17949483430129,-0.314892730612173,-0.180099708610055,8.87024419108325,-0.57914142874906,-0.0901541835707356,-1.06838369840215,0.0306428350827245,0.574447837348349,-0.208684658500482,-0.273908893372535,0.120783125858558,8.97068964375324,0.30264328695921,1.0429324392982,-0.529993034598382,-0.210963521746932,-0.806469709299752,0.099089705353153,-0.336510355077776,-0.925786312410456,0.353878276641076
"PWY-6531: mannitol cycle",-0.0887839549089981,1.07385020616361,0.171537859527148,-1.19373374172114,0.48924405928762,0.57662023740047,-2.05122397987425,-0.0718721041624027,15.3538010174582,-0.482529813000419,-0.0212570503990864,0.810341043613242,-1.05402666088873,0.509167986802559,0.580637528115383,-0.32072151256615,0.0883448707248066,11.8281514172515,-0.718259704780382,-0.414854447993833,0.220351532502772,1.0427387631671,-0.111097879078344,-0.424088003355623,1.62776902773783,0.538396430628106,1.04506268821914
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",-0.370275129458721,0.137929441684779,-0.658301421591762,-0.283037981439293,0.582393236657546,-1.33838108311283,-0.317849929273989,0.154152424268235,5.73936063820538,-0.376672674130427,0.0642099992892329,-0.744292090880121,-0.52947890397846,-0.588483066735132,-1.26206399519705,0.20174553093015,-0.0441539668221001,2.73637895216997,2.00380995722644,0.116099683097626,0.0185697133053479,-0.0797073062812374,-0.426120042229592,0.0961415089041342,1.67036364003176,-0.391434815611403,0.638581269591787
"PWY-6549: L-glutamine biosynthesis III",-0.0807626577201426,0.118865028138874,-0.125136503015992,1.03429295385485,0.186804740502649,-0.562375753273596,0.501325456995974,-0.260913982764734,0.767829833843387,-0.835625650752433,-1.57736772642279,-0.177155343977006,0.789148530436551,-0.490658418232827,-0.416988185080732,-0.320969459589087,1.72152243741371,3.55850677611301,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PWY-6588: pyruvate fermentation to acetone",-0.0792384946166372,-0.0539220556596416,1.32250025376911,0.344647263557214,-0.296709346804889,0.843239934396878,-0.136518006494869,0.111209475357201,2.3005674330857,-0.472019561812783,-1.62794260947187,-0.067213173687877,0.19190890778931,-0.232112153392286,0.606786064668427,-0.0357980926758008,1.5331118028995,1.14556175500404,0.514211108587518,0.356319338856775,0.0876395490564028,0.0601708266211577,-0.0935110459026906,0.095487596809173,0.887539150086583,-0.569270263617451,0.986054162117589
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation",-0.0306008262745869,0.685221621373664,-0.408314492205663,0.267739859510992,2.08154447196405,0.575493222567858,0.117670710920705,-0.678306644914035,11.4662148425726,-0.0825767821077775,-0.374765202984332,-1.60121098610903,-0.185505135737427,-0.174403146575591,0.741142609593236,0.0189507789695461,0.202610368345609,3.62710021608459,-0.0697057803007973,0.408757609487702,-0.659777421473033,-0.372883200747824,-0.757377946858456,0.564933885563476,0.0600363414564449,-0.254907344670161,0.000155423314789839
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",0.0430887911388244,1.46942013057221,-0.752949063623581,0.0967148370488075,-0.217443841410196,-0.304153642537486,-0.8133546767161,-1.32622709135198,15.437569946477,-0.21989850093269,-0.291835847135724,-0.315132993285544,-0.250665612805066,-1.96930380441712,-0.291196741416725,-0.492433584851081,0.533001163945633,2.75716826029969,-0.490209625353775,-0.190152654801116,0.151015404782354,0.871100936835092,0.0509830065686247,-0.671327953229834,0.294421229648585,0.45662876614234,0.000227942616059437
"PWY-6606: guanosine nucleotides degradation II",0.33430662308445,1.38667705738159,-1.19501899317474,0.0639510544916747,-0.0304052593689415,-0.150367067543399,-0.0884686722163944,-1.28882508580474,8.23052619878139,-0.96922082833483,-0.716670516191008,-0.626929118485493,-0.242398281240113,0.150150551002897,0.11390479693043,-0.353392029206847,2.33313423682193,2.25478973063699,-0.139171359642504,-0.170288279475951,0.700804175805895,0.109148023393002,0.443097661642276,-0.728960320891633,-0.362783761962129,0.249086153322824,0.3837263580244
"PWY-6608: guanosine nucleotides degradation III",0.0772996173264854,-0.362101287301229,-0.0999923878076013,-0.144875697753549,0.105396689158328,1.45725214315748,-0.440201113300432,0.0754519709392674,5.69971556304789,-0.208359315195221,-0.466514637924833,0.0162454911136481,-0.636559957694754,0.968498247931179,0.677113676751833,-1.62011049806344,0.911502958628029,3.29471427797669,-1.2784567599023,0.0174957195070634,-0.00715168167182168,0.296714059937632,0.129075278385631,-0.326493432473669,-0.485127583970197,0.844384693342926,2.6636528646448
"PWY-6609: adenine and adenosine salvage III",0.950857990921688,1.91277449078229,0.307352218863081,-0.332290801458927,0.0749811025702556,-0.0104934670494707,-0.146012772527187,-2.09787114663628,7.74671685764313,0.41646111311057,2.08485315739544,-0.0449189474828312,-0.168111554063323,-0.355303975328871,-0.69888035150671,-0.207074359519221,-1.71134161236851,1.3822455403552,0.212514589111733,0.674826987111974,0.311085850561554,-0.218380846788136,0.113515307696064,-0.00365956853080933,-1.04730926824751,-0.134948161275596,0.529395392192625
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",0.128312222561137,-0.635337635492992,-0.0203424487904616,0.114471221639416,0.442591254005377,1.83620630742158,-0.925579260904706,-0.116931276924298,10.6994086249789,-0.132686742432651,0.0785334547406608,0.017904695692945,-0.0339662110456365,1.39119596366856,0.392762529004943,-1.17690495186629,0.245329041670448,9.73745086762669,-0.273135592421823,-0.778057334041261,-0.0804178341105566,0.243820962751015,-0.0216700926874021,-0.321700428814072,-1.55264896854105,0.362641159665562,1.76456093371715
"PWY-6628: superpathway of L-phenylalanine biosynthesis",0.635231148043335,-0.467598752227808,0.264425781509358,0.935490848402767,0.809412872968888,1.34930498934345,0.297773424659577,0.08663332130296,13.534142703302,0.05441121252353,-0.097686004231782,0.212381141023524,0.180049260887587,0.820964529903164,0.5767543453897,0.151265000321362,0.810340200799989,12.276939901254,0.09642326055245,0.0216750154904004,-0.263061229297988,0.910504189809846,-0.364643427104972,-0.337600990119793,-0.0848302212900283,0.119433469759137,1.37512757018615
"PWY-6629: superpathway of L-tryptophan biosynthesis",0.507323543594878,-0.447574460252178,0.658918793674997,-0.238943527804348,0.0348358428199416,2.01230391721877,-0.295188133784309,-0.133387518803496,14.3100050539789,0.137091865206625,0.494256986121686,0.265761923990829,-0.290466928332507,0.0982096220418505,0.857637019761,0.0654660022251145,-0.0266534346353628,7.55707784119778,-0.108973381891291,0.252964839705503,-0.33651602874025,-0.0359367741853593,-0.0199786525323225,-0.399117701973241,0.0647814370448,0.049537968299197,0.232408359029722
"PWY-6630: superpathway of L-tyrosine biosynthesis",0.836973142117385,-0.311388244612399,0.208884329769755,0.424632427543663,0.675137688463525,1.00594946750235,0.31902216709635,0.0443142503288986,13.9323133115137,-0.0148996223422846,-0.0463052938600489,0.15082691245595,0.303015179322908,0.962550405200056,0.238882953072482,0.317087337955198,0.832502193814969,11.0551651101562,-0.123896271978553,0.201673206102608,-0.218473819769456,0.658839359549952,-0.166765164430159,-0.348268908817062,-0.00758948230616701,-0.00719508958701829,0.972453153162896
"PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate",0.411018310869874,-0.134066338043093,0.159126809118244,-0.191292870919119,0.170410701862199,0.872429101083618,-0.388367449067822,0.132998839963175,4.37240948817554,-0.324210312832408,-0.222521045510612,0.514769862710752,-0.578910834873362,0.014812905402239,0.146660717998228,-0.502982671203317,0.52253206857368,6.08972988561459,-0.163121712036865,-0.115778643634188,0.217543399010191,-0.167377838046811,-0.428770005511971,-0.129722152129744,-0.158398629690606,0.448073921147023,3.07821045765516
